frame,motions,detections,frame_motions,frame_detections
408,"(551.0, 297.0, 88.33333333333333, 78.0)","(0, 0, 0, 0)","[(682, 354, 36, 45), (364, 285, 160, 91), (607, 252, 69, 98)]",[]
409,"(471.0, 287.0, 75.0, 67.33333333333333)","(0, 0, 0, 0)","[(397, 300, 35, 30), (406, 293, 125, 100), (610, 268, 65, 72)]",[]
410,"(503.5, 289.5, 104.5, 81.0)","(0, 0, 0, 0)","[(397, 317, 141, 86), (610, 262, 68, 76)]",[]
411,"(482.0, 291.0, 62.333333333333336, 53.333333333333336)","(0, 0, 0, 0)","[(401, 298, 26, 25), (436, 291, 98, 91), (609, 284, 63, 44)]",[]
412,"(480.0, 288.3333333333333, 64.33333333333333, 61.333333333333336)","(0, 0, 0, 0)","[(396, 315, 38, 18), (613, 284, 49, 41), (431, 266, 106, 125)]",[]
413,"(464.25, 272.25, 60.5, 51.0)","(0, 0, 0, 0)","[(388, 300, 111, 81), (632, 298, 22, 26), (410, 254, 31, 22), (427, 237, 78, 75)]",[]
414,"(400.3333333333333, 240.33333333333334, 92.0, 62.333333333333336)","(0, 0, 0, 0)","[(386, 299, 123, 91), (392, 217, 41, 17), (423, 205, 112, 79)]",[]
415,"(407.6666666666667, 269.6666666666667, 58.0, 62.333333333333336)","(0, 0, 0, 0)","[(437, 304, 59, 77), (393, 297, 44, 41), (393, 208, 71, 69)]",[]
416,"(401.0, 267.5, 48.0, 49.5)","(0, 0, 0, 0)","[(438, 308, 54, 68), (394, 301, 43, 35), (378, 238, 33, 16), (394, 223, 62, 79)]",[]
417,"(397.6666666666667, 263.0, 36.833333333333336, 34.666666666666664)","(0, 0, 0, 0)","[(439, 317, 45, 50), (400, 305, 33, 29), (375, 275, 25, 25), (367, 244, 41, 30), (425, 230, 31, 37), (380, 207, 46, 37)]",[]
418,"(362.8, 242.4, 44.6, 34.0)","(0, 0, 0, 0)","[(460, 309, 30, 44), (496, 286, 43, 30), (298, 222, 51, 41), (253, 202, 48, 26), (307, 193, 51, 29)]",[]
419,"(334.25, 215.25, 55.0, 51.5)","(0, 0, 0, 0)","[(462, 278, 80, 69), (428, 225, 44, 29), (231, 188, 72, 81), (216, 170, 24, 27)]",[]
420,"(337.5, 250.0, 79.5, 62.0)","(0, 0, 0, 0)","[(448, 286, 91, 59), (227, 214, 68, 65)]",[]
421,"(405.0, 272.0, 52.0, 42.333333333333336)","(0, 0, 0, 0)","[(464, 314, 35, 30), (487, 283, 51, 31), (264, 219, 70, 66)]",[]
422,"(300.0, 217.0, 50.0, 71.0)","(0, 0, 0, 0)","[(300, 217, 50, 71)]",[]
423,"(305.0, 213.0, 55.0, 74.0)","(0, 0, 0, 0)","[(305, 213, 55, 74)]",[]
424,"(302.0, 222.0, 65.0, 71.0)","(0, 0, 0, 0)","[(302, 222, 65, 71)]",[]
425,"(304.0, 224.0, 66.0, 67.0)","(0, 0, 0, 0)","[(304, 224, 66, 67)]",[]
426,"(317.5, 223.5, 71.0, 41.0)","(0, 0, 0, 0)","[(310, 227, 38, 19), (325, 220, 104, 63)]",[]
427,"(356.3333333333333, 233.0, 34.333333333333336, 43.666666666666664)","(0, 0, 0, 0)","[(331, 245, 19, 39), (389, 232, 43, 22), (349, 222, 41, 70)]",[]
428,"(352.0, 223.0, 52.0, 88.0)","(0, 0, 0, 0)","[(352, 223, 52, 88)]",[]
429,"(341.0, 234.0, 60.0, 71.0)","(0, 0, 0, 0)","[(341, 234, 60, 71)]",[]
430,"(333.0, 228.0, 61.0, 96.0)","(0, 0, 0, 0)","[(333, 228, 61, 96)]",[]
431,"(316.0, 234.0, 72.0, 85.0)","(0, 0, 0, 0)","[(316, 234, 72, 85)]",[]
432,"(338.0, 241.0, 73.0, 87.0)","(0, 0, 0, 0)","[(338, 241, 73, 87)]",[]
433,"(354.2, 241.6, 55.0, 48.0)","(0, 0, 0, 0)","[(313, 281, 51, 30), (368, 258, 58, 90), (291, 226, 92, 56), (426, 224, 24, 31), (373, 219, 50, 33)]",[]
434,"(329.5, 234.0, 82.5, 90.0)","(0, 0, 0, 0)","[(362, 241, 81, 125), (297, 227, 84, 55)]",[]
435,"(328.6666666666667, 251.0, 67.33333333333333, 72.0)","(0, 0, 0, 0)","[(325, 279, 41, 53), (363, 242, 78, 120), (298, 232, 83, 43)]",[]
436,"(318.0, 239.0, 78.5, 66.5)","(0, 0, 0, 0)","[(328, 242, 109, 114), (308, 236, 48, 19)]",[]
437,"(340.6666666666667, 243.33333333333334, 55.0, 46.333333333333336)","(0, 0, 0, 0)","[(328, 256, 111, 104), (312, 238, 27, 17), (382, 236, 27, 18)]",[]
438,"(330.0, 232.0, 109.0, 128.0)","(0, 0, 0, 0)","[(330, 232, 109, 128)]",[]
439,"(370.0, 252.0, 52.666666666666664, 60.666666666666664)","(0, 0, 0, 0)","[(401, 281, 38, 41), (329, 246, 91, 115), (380, 229, 29, 26)]",[]
440,"(360.5, 242.0, 54.0, 85.5)","(0, 0, 0, 0)","[(398, 249, 23, 44), (323, 235, 85, 127)]",[]
441,"(365.5, 221.5, 71.5, 83.0)","(0, 0, 0, 0)","[(408, 225, 26, 23), (323, 218, 117, 143)]",[]
442,"(373.0, 251.66666666666666, 51.333333333333336, 62.0)","(0, 0, 0, 0)","[(417, 319, 23, 30), (320, 232, 104, 128), (382, 204, 27, 28)]",[]
443,"(322.0, 223.0, 123.0, 138.0)","(0, 0, 0, 0)","[(322, 223, 123, 138)]",[]
444,"(370.5, 234.0, 77.5, 93.5)","(0, 0, 0, 0)","[(421, 264, 27, 33), (320, 204, 128, 154)]",[]
445,"(372.5, 232.0, 72.5, 93.5)","(0, 0, 0, 0)","[(424, 262, 25, 30), (321, 202, 120, 157)]",[]
446,"(347.0, 231.0, 54.333333333333336, 79.0)","(0, 0, 0, 0)","[(321, 267, 42, 61), (342, 224, 94, 134), (378, 202, 27, 42)]",[]
447,"(328.0, 230.0, 74.0, 113.0)","(0, 0, 0, 0)","[(320, 266, 44, 62), (336, 194, 104, 164)]",[]
448,"(356.5, 235.75, 54.75, 73.0)","(0, 0, 0, 0)","[(321, 267, 43, 61), (356, 255, 29, 37), (406, 226, 38, 34), (343, 195, 109, 160)]",[]
449,"(348.75, 225.0, 65.5, 76.25)","(0, 0, 0, 0)","[(322, 268, 42, 60), (325, 220, 58, 43), (406, 215, 46, 42), (342, 197, 116, 160)]",[]
450,"(352.4, 225.8, 51.6, 66.8)","(0, 0, 0, 0)","[(322, 268, 42, 59), (341, 242, 35, 32), (330, 217, 44, 40), (408, 216, 39, 37), (361, 186, 98, 166)]",[]
451,"(356.6666666666667, 230.5, 46.0, 56.5)","(0, 0, 0, 0)","[(320, 267, 43, 58), (365, 260, 86, 92), (342, 241, 33, 35), (409, 216, 35, 35), (331, 215, 42, 40), (373, 184, 37, 79)]",[]
452,"(354.57142857142856, 234.42857142857142, 35.857142857142854, 54.714285714285715)","(0, 0, 0, 0)","[(332, 286, 31, 38), (322, 268, 29, 37), (365, 257, 78, 90), (328, 222, 36, 35), (403, 216, 24, 41), (360, 212, 20, 60), (372, 180, 33, 82)]",[]
453,"(346.0, 234.4, 42.6, 63.2)","(0, 0, 0, 0)","[(332, 285, 32, 38), (322, 267, 30, 37), (328, 223, 37, 37), (404, 216, 17, 41), (344, 181, 97, 163)]",[]
454,"(332.75, 238.25, 46.25, 66.5)","(0, 0, 0, 0)","[(336, 286, 25, 28), (322, 267, 30, 37), (329, 221, 37, 36), (344, 179, 93, 165)]",[]
455,"(350.0, 220.0, 45.4, 50.0)","(0, 0, 0, 0)","[(326, 267, 27, 32), (344, 237, 92, 100), (330, 224, 34, 33), (368, 197, 45, 62), (382, 175, 29, 23)]",[]
456,"(350.0, 215.2, 43.4, 49.8)","(0, 0, 0, 0)","[(325, 268, 26, 27), (330, 224, 38, 33), (346, 218, 90, 119), (365, 192, 36, 47), (384, 174, 27, 23)]",[]
457,"(328.5, 227.0, 71.5, 89.0)","(0, 0, 0, 0)","[(326, 267, 27, 27), (331, 187, 116, 151)]",[]
458,"(346.3333333333333, 218.33333333333334, 53.333333333333336, 66.0)","(0, 0, 0, 0)","[(328, 268, 20, 26), (331, 201, 115, 134), (380, 186, 25, 38)]",[]
459,"(357.0, 191.0, 70.5, 80.5)","(0, 0, 0, 0)","[(331, 201, 121, 130), (383, 181, 20, 31)]",[]
460,"(350.0, 200.0, 110.0, 130.0)","(0, 0, 0, 0)","[(350, 200, 110, 130)]",[]
461,"(350.0, 195.0, 114.0, 132.0)","(0, 0, 0, 0)","[(350, 195, 114, 132)]",[]
462,"(355.0, 195.0, 110.0, 132.0)","(0, 0, 0, 0)","[(355, 195, 110, 132)]",[]
463,"(356.0, 212.0, 112.0, 110.0)","(0, 0, 0, 0)","[(356, 212, 112, 110)]",[]
464,"(359.0, 207.0, 104.0, 114.0)","(0, 0, 0, 0)","[(359, 207, 104, 114)]",[]
465,"(366.0, 204.0, 93.0, 115.0)","(0, 0, 0, 0)","[(366, 204, 93, 115)]",[]
466,"(361.0, 200.0, 98.0, 117.0)","(0, 0, 0, 0)","[(361, 200, 98, 117)]",[]
467,"(377.5, 191.5, 48.5, 75.5)","(0, 0, 0, 0)","[(370, 194, 81, 120), (385, 189, 16, 31)]",[]
468,"(375.5, 237.0, 52.0, 60.5)","(0, 0, 0, 0)","[(380, 279, 25, 35), (371, 195, 79, 86)]",[]
469,"(370.0, 195.0, 79.0, 82.0)","(0, 0, 0, 0)","[(370, 195, 79, 82)]",[]
470,"(372.0, 194.0, 76.0, 79.0)","(0, 0, 0, 0)","[(372, 194, 76, 79)]",[]
471,"(372.0, 195.0, 73.0, 75.0)","(0, 0, 0, 0)","[(372, 195, 73, 75)]",[]
472,"(385.0, 199.0, 60.0, 70.0)","(0, 0, 0, 0)","[(385, 199, 60, 70)]",[]
473,"(388.0, 209.0, 52.0, 57.0)","(0, 0, 0, 0)","[(388, 209, 52, 57)]",[]
474,"(390.0, 208.0, 48.0, 55.0)","(0, 0, 0, 0)","[(390, 208, 48, 55)]",[]
475,"(392.0, 210.0, 43.0, 46.0)","(0, 0, 0, 0)","[(392, 210, 43, 46)]",[]
476,"(392.0, 216.0, 36.0, 30.0)","(0, 0, 0, 0)","[(392, 216, 36, 30)]",[]
477,"(394.0, 216.0, 30.0, 29.0)","(0, 0, 0, 0)","[(394, 216, 30, 29)]",[]
478,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
479,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
480,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
481,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
482,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
483,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
484,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
485,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
486,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
487,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
488,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
489,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
490,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
491,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
492,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
493,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
494,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
495,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
496,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
497,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
498,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
499,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
500,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
501,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
502,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
503,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
504,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
505,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
506,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
507,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
508,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
509,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
510,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
511,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
512,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
513,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
514,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
515,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
516,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
517,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
518,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
519,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
520,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
521,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
522,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
523,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
524,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
525,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
526,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
527,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
528,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
529,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
530,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
531,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
532,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
533,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
534,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
535,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
536,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
537,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
538,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
539,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
540,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
541,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
542,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
543,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
544,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
545,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
546,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
547,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
548,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
549,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
550,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
551,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
552,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
553,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
554,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
555,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
556,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
557,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
558,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
559,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
560,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
561,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
562,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
563,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
564,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
565,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
566,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
567,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
568,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
569,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
570,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
571,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
572,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
573,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
574,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
575,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
576,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
577,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
578,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
579,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
580,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
581,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
582,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
583,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
584,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
585,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
586,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
587,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
588,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
589,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
590,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
591,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
592,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
593,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
594,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
595,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
596,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
597,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
598,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
599,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
600,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
601,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
602,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
603,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
604,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
605,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
606,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
607,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
608,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
609,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
610,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
611,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
612,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
613,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
614,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
615,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
616,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
617,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
618,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
619,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
620,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
621,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
622,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
623,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
624,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
625,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
626,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
627,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
628,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
629,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
630,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
631,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
632,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
633,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
634,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
635,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
636,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
637,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
638,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
639,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
640,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
641,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
642,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
643,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
644,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
645,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
646,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
647,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
648,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
649,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
650,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
651,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
652,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
653,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
654,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
655,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
656,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
657,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
658,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
659,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
660,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
661,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
662,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
663,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
664,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
665,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
666,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
667,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
668,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
669,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
670,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
671,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
672,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
673,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
674,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
675,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
676,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
677,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
678,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
679,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
680,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
681,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
682,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
683,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
684,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
685,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
686,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
687,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
688,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
689,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
690,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
691,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
692,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
693,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
694,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
695,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
696,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
697,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
698,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
699,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
700,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
701,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
702,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
703,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
704,"(381.0, 172.0, 21.0, 18.0)","(0, 0, 0, 0)","[(381, 172, 21, 18)]",[]
705,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
706,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
707,"(0, 0, 0, 0)","(0, 0, 0, 0)",[],[]
708,"(382.0, 170.0, 33.0, 40.0)","(0, 0, 0, 0)","[(382, 170, 33, 40)]",[]
709,"(373.5, 183.5, 27.5, 31.0)","(0, 0, 0, 0)","[(363, 194, 25, 23), (384, 173, 30, 39)]",[]
710,"(360.0, 180.0, 52.0, 65.0)","(0, 0, 0, 0)","[(360, 180, 52, 65)]",[]
711,"(361.0, 194.5, 52.0, 37.0)","(0, 0, 0, 0)","[(362, 212, 53, 31), (360, 177, 51, 43)]",[]
712,"(353.0, 191.0, 61.0, 57.0)","(0, 0, 0, 0)","[(353, 191, 61, 57)]",[]
713,"(356.5, 205.5, 48.0, 35.0)","(0, 0, 0, 0)","[(350, 215, 65, 44), (363, 196, 31, 26)]",[]
714,"(349.5, 212.0, 37.5, 44.5)","(0, 0, 0, 0)","[(343, 220, 24, 33), (356, 204, 51, 56)]",[]
715,"(331.0, 209.0, 74.0, 50.0)","(0, 0, 0, 0)","[(331, 209, 74, 50)]",[]
716,"(333.0, 219.5, 37.5, 47.5)","(0, 0, 0, 0)","[(324, 236, 23, 25), (342, 203, 52, 70)]",[]
717,"(326.0, 202.0, 78.0, 75.0)","(0, 0, 0, 0)","[(326, 202, 78, 75)]",[]
718,"(337.0, 201.0, 65.0, 73.0)","(0, 0, 0, 0)","[(337, 201, 65, 73)]",[]
719,"(326.0, 208.0, 69.0, 66.0)","(0, 0, 0, 0)","[(326, 208, 69, 66)]",[]
720,"(328.0, 236.0, 48.5, 55.5)","(0, 0, 0, 0)","[(334, 277, 25, 23), (322, 195, 72, 88)]",[]
721,"(327.5, 238.0, 46.5, 59.0)","(0, 0, 0, 0)","[(332, 279, 29, 30), (323, 197, 64, 88)]",[]
722,"(323.0, 208.0, 62.0, 77.0)","(0, 0, 0, 0)","[(323, 208, 62, 77)]",[]
